"","(Intercept)","FoodP","Sn1","Gi1","Pr(Chi).Food","Pr(Chi).Sn","Pr(Chi).Gi"
"X117",-0.433277501311232,0.785636640364237,-0.226966503532915,0.305316884250373,4.46543346565225e-05,0.222474533824537,0.0981300582881508
"X118",-0.516742258189028,1.27405714798889,0.0633498604630169,-0.2819593989862,6.11190624980513e-14,0.6626629088627,0.0660583874637699
"X119",-0.00342830953663521,-0.0386469253190384,-0.0126550220703364,0.0537115797178315,0.850254112870756,0.950701189412318,0.793192796266503
"X120",-0.448306485915126,1.05901578087712,0.159584320693859,-0.215139980743277,3.54165690157488e-09,0.340232225547642,0.197676600404864
"X121",-0.397170231451895,1.02942829561881,-0.0310496142244696,-0.152517791985245,4.1184527682849e-09,0.900614660246147,0.360820692507752
"X122",-0.533641114735674,1.29813510882108,0.0827784746641206,-0.241704118411602,1.90827224119223e-13,0.386928915704743,0.0876902300120969
"X123",-0.606504083219665,1.29245810038017,0.235705743140768,-0.265775083494129,1.67389967642416e-13,0.124541172265766,0.0895770215557669
"X124",-0.686721442692707,0.93271152360036,0.332876115860775,0.140430112811897,9.75788186469065e-07,0.0647368923961066,0.432800417101161
"X125",-0.695023919716773,1.1500981997294,0.320718781268378,-0.032606175056085,3.71227240632448e-10,0.0541814095241088,0.843434310178663
"X126",-0.719012239607576,1.1565409994154,0.125384878517066,0.154066631802131,4.3529928605481e-10,0.401627812575205,0.313281099273896
"X127",-0.0583193214250839,-0.177852523256184,0.197904452639177,0.0923589356753058,0.294132906449899,0.243381069411847,0.585381072493597
"X128",-0.485274684854541,1.21608681522442,-0.126629987206824,-0.0802783805525596,2.09873924486296e-11,0.431068797466639,0.61758912290977
"X129",-0.546658444627707,1.23141529734256,0.136844006850117,-0.220147515064619,7.70948596917202e-12,0.388154518077379,0.166667734325623
"X130",-0.278314685135535,0.68226454841929,0.344771877077862,-0.416075609699863,0.000331474431465765,0.0628798479467835,0.0254860975630136
"X131",-0.365637175613185,0.591008159363842,-0.559852922210561,0.642493996408731,0.000983224597403115,0.00192842357749088,0.00040958783247053
"X132",-0.192889149896774,0.6827301589608,0.0836259529698871,-0.542120817269468,0.000149061896361699,0.623179966968294,0.00517451394110517
"X133",-0.186877889277044,0.536728861192771,-0.271471788499694,0.111594276723699,0.00605560126006188,0.228678572344976,0.604452141744206
"X134",-0.727304138333373,1.00712195771076,0.327920720838333,0.171514093837779,1.39087312490238e-07,0.0667621703899272,0.370219528347305
"X135",0.0488456466530595,0.645276055656305,-0.132602908118703,-0.629017353464759,0.000327867565444378,0.418815640381014,0.000748259960627206
"X136",-0.580755752821177,1.16725797409163,0.2128018023388,-0.249447588103373,8.4551898840861e-11,0.165346698838426,0.205316295199009
"X137",-0.674474509983431,1.304633475844,0.000956684454989456,0.080358621493449,3.29862505009615e-13,0.995069924973064,0.60427747120322
"X138",-0.355836540508592,1.03764263760255,-0.186308685042025,-0.108098458102926,3.05150070619976e-08,0.284344542728487,0.533715925347079
"X139",-0.468927315194333,1.16451720785291,0.0850851417416553,-0.265597220194275,6.17995259787196e-11,0.548585400415757,0.100905353319719
"X140",-0.122436436963627,0.966143663481831,-0.0719637072592118,-0.590016329493919,7.7853732081893e-08,0.665503128710308,0.000594182501120225
"X141",-0.487245938232196,1.26636549907747,0.055172979465064,-0.280553596103725,9.94782758781322e-14,0.680187735389834,0.0648170868648534
"X142",-0.0513648795207654,0.618616439779281,0.0367475382961187,-0.436538472860483,0.000112613277519979,0.817303269921466,0.00841330213724044
"X143",-0.456069845548085,0.91108181343269,-0.103337158958688,-0.00919884448760943,1.77859418289408e-06,0.662648989243646,0.965991189745023
"X144",-0.756566775893821,0.541387541511918,0.413447808868779,0.512480549696726,0.00304760002265601,0.0362649580072337,0.00642885318679223
"X145",-0.00472286582562187,-0.278351864200818,0.332418383436403,-0.0407677526280566,0.165243832215585,0.0981996396579087,0.838278963397167
"X146",-0.314780706319473,0.988964284796739,-0.363744443390631,0.0108583582971334,1.13981461335621e-07,0.0445788160395014,0.91638032605133
"X147",-0.250539247601089,0.70372786066989,0.304045284181584,-0.450103829114738,0.000201297991929529,0.0977145930403417,0.0154860732710648
"X148",-0.572798050770839,1.33992546745256,0.048002798219871,-0.187786469644025,5.56195951218684e-15,0.693845942935126,0.202408540068677
"X149",0.0379695414598576,0.440735959914438,0.154061601141582,-0.619355884945268,0.0206663320754129,0.412806119627884,0.00134149604996665
"X150",-0.684435998783707,0.570495663175563,0.0997406789812251,0.683810962904798,0.00253238538510571,0.588920452328626,0.000342657384425995
"X151",-0.158222698586027,0.67378958987658,-0.140104135427786,-0.248104540006237,0.000229886160437696,0.435536817640001,0.179856631114849
"X152",0.166197213897085,0.0286738956547584,-0.00472908710062308,-0.342471094903831,0.861029802846439,0.929750745630821,0.067347686378828
"X153",0.292028607174376,-0.21096257559682,0.0614711194093133,-0.266428189967457,0.232580209728382,0.821819399800029,0.148092560172996
"X154",-0.419426489733972,1.13398880283596,0.0661783536168446,-0.347221086575447,1.64270327482228e-10,0.633840889736876,0.038121008308702
"X155",-0.540467467136763,1.27088981123236,0.104584491098454,-0.290260564361469,5.72404060603811e-14,0.4930762649406,0.0599236387099037
"X156",-0.434411149093653,0.642456630875,-0.101310528837082,0.23972184560666,0.00105122418898584,0.754293425739339,0.195144716055937
"X157",0.286350594194609,-0.136848597363213,0.0174006946682178,-0.274136151245753,0.458427992909402,0.996929858176718,0.150912747982857
"X158",-0.136432550885659,0.343685169803021,0.0452557131386218,-0.0986037656235585,0.0902817078735236,0.822200326804229,0.624839065222453
"X159",-0.16192051902143,0.240067687798735,0.0927731853213824,0.00143538287020874,0.239033649509279,0.64808923144764,0.994366778661105
"X160",-0.670088473746636,1.35930975514778,0.167151230122466,-0.131176006330019,8.21593090897008e-15,0.260791126846642,0.377256326615174
"X161",-0.689706848802995,1.34073698027254,0.251547411764235,-0.154458627948144,1.79907179110812e-14,0.0931180648356086,0.300639268390715
"X162",0.0717486746575155,0.464869227761128,-0.260435007884826,-0.324401964135478,0.0181917077516756,0.181401760508906,0.0970731017970986
"X163",-0.725220942714498,-0.0543191134701946,0.795961709975931,0.695608602372269,0.756229979759616,3.83242774909982e-05,0.000157484031060613
"X164",0.101248079111095,0.549802900782813,-0.130786439998867,-0.645904309283455,0.00211057851356437,0.439226651780244,0.000600436468246694
"X165",-0.513403556222653,0.928105129431149,-0.0816656950005218,0.173765065481878,1.18032851681316e-06,0.835647368229335,0.300661188564288
"X166",-0.107064814676804,0.577775345557669,-0.145294953813514,-0.047355943985672,0.00241057937375903,0.581567844025413,0.773309317800075
"X167",-0.0633735217859668,0.57490388178915,-0.216700002954543,-0.170498248829815,0.00211745602024572,0.332826212649578,0.36648433182296
"X168",-0.78345690426795,0.625479564257424,0.336442990676937,0.709401557191171,0.000537329272962898,0.090018291575415,0.000234471952501359
"X169",-0.717679700580258,1.19583307988915,0.355782441704588,-0.0638948487637502,3.90007403283258e-11,0.0361568032893696,0.691120137998363
"X170",-0.330815964535052,0.536346608454295,-0.431807122488917,0.51740727403562,0.00445211978147197,0.0224194562605003,0.00612669095636274
"X171",-0.247752737759226,1.04656789482743,-0.0841378512617158,-0.433032865727461,8.18916768716375e-09,0.749410060235467,0.011895332752738
"X172",-0.245156773533578,0.601549084025204,-0.0520775227525592,-0.208119209761553,0.00184716961578378,0.88478452894443,0.324819732684516
"X173",-0.316583126498697,0.4639999156843,-0.429684001845191,0.562337556707607,0.0136441987602196,0.022486464046699,0.00324804873032651
"X174",-0.270221938479655,1.00862141095824,0.00442642489814985,-0.418582325876539,4.38597067880968e-08,0.979216569779524,0.0153628949476804
"X175",-0.397928433479952,1.01582920749341,-0.0124818530993301,-0.270716207300185,3.63193270524877e-08,0.892695527775874,0.169378220690548
"X176",-0.349810704182229,0.0282835287389842,0.129361210227375,-0.0459536904199316,0.842367486628993,0.428426446223497,0.784900383284507
"X177",-0.035769295339876,0.331418971983082,0.296324873727221,-0.509562676907715,0.086792071226234,0.125133690109943,0.00920403570297266
"X178",-0.468757126946442,0.326098658301988,0.185739299233203,-0.092815516023982,0.0462886580338372,0.313728358287811,0.620230740223707
"X179",-0.447298109756199,1.12843077974621,0.150111344376017,-0.326392345655665,5.535330667917e-10,0.360599804025241,0.0487916932492069
"X180",0.585476492040799,-0.297409752241299,-0.0615288389660844,-0.127783409840729,0.0853533822030494,0.78077105551566,0.463431169890387
"X181",0.380945803808945,0.0878271120254158,-0.0352439088842125,-0.850551228161835,0.631593547507278,0.801449305934891,7.4125627115937e-05
"X182",0.0886609688208551,0.545833843681327,-0.0270698307822404,-0.645718732626784,0.00378915943478505,0.883288985269162,0.000689242640785672
"X183",-0.343013556642385,1.08225298589289,-0.26232658997499,-0.0950510705487121,4.17991005535025e-09,0.114825535702104,0.536740662198862
"X184",-0.240735274440874,0.878126024126931,-0.00941014773704339,-0.371609081398134,1.13467709996135e-06,0.99289969452316,0.0381884330075188
"X185",0.175239243225385,0.135010166434736,0.0319472354346148,-0.69616294842516,0.459762133268829,0.819964446015708,0.000898573048983513
"X186",0.255412658460254,0.514183256018902,-0.149572873426317,-0.820725603059661,0.00449483978867537,0.399355269037529,1.10151306067093e-05
"X187",-0.313632382766983,0.888034683145626,0.103770407742975,-0.316559156360245,3.03240985008778e-06,0.56334677528916,0.0803063043086401
"X188",0.00691526519086353,0.397528186162236,0.106811330583931,-0.307276292413439,0.0342265378337254,0.579788886157878,0.106898238622183
"X189",0.107030699396188,0.20553540088126,0.100615498869614,-0.337293453480149,0.283493792842129,0.610049255729217,0.0853988824590011
"X190",0.441049591768273,0.326276327118322,-0.123534169983893,-0.962432609781438,0.047534646740983,0.541161172058147,1.56598045339136e-07
"X191",-0.476433319041608,1.17068948993929,0.10351179458502,-0.267041875583309,1.18194107129327e-10,0.524041280644611,0.102536475220633
"X192",-0.669736297610404,1.29554886573057,0.233034076063198,-0.166047134929905,6.92835101425794e-14,0.134017904630996,0.285867379865202
"X193",-0.590061763656323,1.22575163951558,0.19926010865832,-0.189893457372978,1.04508701933571e-11,0.211480014823049,0.233916636375438
"X194",0.148790830783356,0.7175889026235,-0.116212129549185,-0.884677637661297,1.86520028391363e-05,0.586326211670806,6.64624112971179e-07
"X195",-0.506914044936776,0.949872924680004,0.0280569712075627,-0.0616339629263439,6.09459971081103e-07,0.819741720565383,0.833222303764421
"X196",-0.377643410653635,1.02846891000321,0.0686221816148742,-0.324761457512069,3.03728308440394e-09,0.671359077746403,0.0520170153118255
"X197",0.391025649130525,-0.333343901779428,-0.0223642133996286,0.207553979836281,0.0644363734240383,0.93237448057958,0.303460762939824
"X198",0.117768644617379,-0.131865054223257,0.253036252069394,-0.243534274777441,0.47698173766197,0.2276461016206,0.209692985567171
"X199",-0.0922409290900039,-0.0988328174464614,0.149490943862977,0.128652288967812,0.627456929651897,0.463267606894481,0.52804655312503
"X200",0.0565776501659804,-0.135127805631421,-0.14118081339336,0.161172791459931,0.507667654306203,0.420059037650385,0.460072393223348
"X201",0.486079516934811,-0.248549673841246,-0.0738260993100939,-0.0840145526706907,0.169518826904335,0.757560448711759,0.630754089017924
"X202",-0.113754774992976,0.245795894079612,-0.00810745268394831,0.00181125882589077,0.226060123323446,0.996178171418891,0.989957800817288
"X203",0.446997077595171,-0.21489406554679,-0.520053545412244,-0.135553862013225,0.257216270185512,0.0283597254930285,0.457233732526229
"X204",-0.0567041507898091,0.0293606098450055,-0.0526072591193133,0.111108714804174,0.894615897311866,0.900093857004881,0.54565493945249
"X205",0.0582491353835958,0.916306772393014,-0.0404897101359313,-0.914905405170721,3.06545446246436e-08,0.805747473147079,4.45507909554356e-08
"X206",0.499412227680805,-0.389579205248944,-0.120818026328197,0.0992755183038157,0.0312866232183113,0.582997122147983,0.643560429322856
"X207",-0.186085811523057,0.0458988702819141,0.128199297629799,0.193392727415031,0.821546324732435,0.529070528091276,0.343362274648974
"X208",-0.637855252407561,0.886573454892756,0.00595399641533335,0.390799724370923,3.34130845307318e-06,0.973609671404437,0.0320694392600928
"X209",-0.265265115409101,0.813380878536955,-0.0698812658025204,-0.242301526052237,1.87988334934535e-05,0.780187435843378,0.245626723256858
"X210",-0.0750093960780529,0.0279770679992213,0.0863240035410829,0.0373608667312209,0.891229170562125,0.673195746003205,0.855212300196778
"X211",-0.457142508052321,0.893988155862193,-0.170770419698925,0.164568893540473,2.02108913144463e-06,0.520431113547554,0.356901473862825
"X212",-0.189647708727253,0.162025003285466,0.0438230833118036,0.170950406912293,0.426539729460796,0.829462608950038,0.40195041715459
"X213",-0.175986340270677,0.182477669960163,-0.00914670780742077,0.174909561333764,0.370245544513886,0.964101278762667,0.39069534239881
"X214",-0.287499840355989,0.852026069801473,-0.220649469567219,-0.0555376012931114,1.14086527158533e-05,0.451990971270209,0.770620904971437
"X215",0.0657950239884917,0.028654089699458,-0.047271734350388,-0.0745802651362081,0.909704198904118,0.93097833911192,0.677757394779249
"X216",-0.0538384215375204,0.0803937580892597,-0.342575774944157,0.30861613323403,0.688894903421481,0.151361896852761,0.110320708916876
"X217",-0.416543155830578,0.747728631902841,-0.111137495587535,0.127405634236411,7.04392792926503e-05,0.648570467311334,0.48108783500134
"X218",-0.295063669082291,0.932451752200665,0.153321001332693,-0.460532230594662,2.62148746081319e-07,0.343967060750813,0.00907818011030357
"X219",-0.65559356041803,0.677053360167812,-0.152262685271393,0.762820343889551,0.000210158030512725,0.388180949426131,3.54744619220257e-05
"X220",-0.439251393729007,0.929556912286803,-0.0184850880190259,-0.00360843024124125,1.40809095339214e-06,0.918669997886102,0.984108735325817
"X221",0.780358702436952,-0.65357860009696,-0.7279086802726,-0.215011276335004,0.000423243249780468,0.000876109217963055,0.250647566809977
"X222",-0.466967173798696,0.903802802450953,0.0667744837878942,-0.00569347312221781,3.00502065285262e-06,0.714571945851729,0.975133524039057
"X223",-0.565039047499584,1.1383550236946,0.25074618344292,-0.204398920317306,4.97420129727534e-10,0.130284766308898,0.216872084386591
"X224",-0.660588138218632,1.34686083487017,0.206210732020389,-0.160717193558074,5.05430955716606e-15,0.166482473710147,0.26137912262541
"X225",-0.74760539605967,0.547212481316547,-0.0633961341429161,0.974563822581941,0.00179102565156032,0.712965973798612,2.91748009470169e-07
"X226",-0.615627594535336,1.2226514305547,0.224838421651173,-0.261562454215355,7.90930047915436e-12,0.163386082195791,0.156217634510144
"X227",-0.655865686627513,0.071280374029877,0.435304258922283,0.830142472164017,0.617217488644951,0.00528861754063397,4.63545814047424e-07
"X228",-0.296999342343132,0.24236749663147,0.194359623143082,0.16887070679964,0.141138016635882,0.384934632612502,0.340697393998059
"X229",0.0545132576439999,0.00659936018089239,-0.0793636200740342,-0.0366320704219092,0.96928420827045,0.643498487712149,0.830893171257521
"X230",-0.0773128330748421,0.171247692738659,-0.0530676682954089,0.0564973937728898,0.303987738024868,0.633221143402445,0.800609612610419
"X231",-0.214072306705113,0.156650568213302,0.00214591386263974,0.260644619229849,0.354695268555051,0.989861488059952,0.125342072382466
"X232",-0.48962300965979,0.796541525948208,0.00862730549882205,0.190540715435525,6.83634906772481e-07,0.973912803336256,0.209623462308105
"X233",-0.176507434787044,0.378315308691263,-0.163365999974451,0.166681698234062,0.0196268417851057,0.31111575710502,0.339637253875639
